user,date,hashtags,full_text,favorite_count,label,char_count,word_count,word_density,punctuation_count,title_word_count,upper_case_word_count,noun_count,verb_count,adj_count,adv_count,pron_count
DrPopCultureBG,Tue May 25 13:59:15 +0000 2021,['popculture'],"Classic Golden Age Comic Book
#popculture https://t.co/nrRLBT0ZEt",4,culture,65,7,8.125,6,5,0,7,0,1,0,0
shiereyes,Tue May 25 13:58:45 +0000 2021,[],"RT @TODAYshow: ‘Friends’ cast looks back on a certain gaffe in TODAY’s exclusive reunion clip
https://t.co/k1OKtV6Gl7",0,culture,117,16,6.882352941176471,7,1,1,11,3,4,1,0
NAmalgamated,Tue May 25 13:55:37 +0000 2021,"['DiscoElysium', 'gamedev', 'podnation', 'PodernFamily', 'Podbean', 'Science', 'nature', 'popculture', 'anime', 'dccomics', 'Merger', 'Australia']","Immortal ants might just live long enough to see the Australian government take games seriously.

#DiscoElysium #gamedev #podnation #PodernFamily #Podbean #Science #nature #popculture #anime #dccomics #Merger #Australia 

https://t.co/uW6c5ZUBTL",0,culture,245,28,8.448275862068966,18,6,0,14,3,3,6,0
hellylovesrawk,Tue May 25 13:55:09 +0000 2021,[],@TrendOrchestra YESSSSS 😁 and also https://t.co/uHqXEWC3E8,0,culture,58,6,8.285714285714286,6,0,1,5,0,1,1,0
DrPopCultureBG,Tue May 25 13:52:37 +0000 2021,"['popculture', 'Navy']",Don Winslow of the Navy was a comic strip created by Frank Victor Martinek &amp; distributed from 1934 to 1955. He was a spy-chasing lieutenant commander in Naval intelligence. #popculture #Navy https://t.co/rSkf0z1YAA,3,culture,218,32,6.606060606060606,12,9,0,14,4,4,0,1
jiangyin,Tue May 25 13:52:33 +0000 2021,"['spongebob', 'bikinibottom', 'memes', 'funny', 'zingpop', 'zingpopculture']","RT @ZingPopCulture: Don't forget to take your magic conch shell! 🐚

#spongebob #bikinibottom #memes #funny #zingpop #zingpopculture #popcul…",0,culture,140,18,7.368421052631579,11,0,1,8,3,5,2,1
ranvirnayar,Tue May 25 13:47:36 +0000 2021,['Tapdance'],RT @mediaindiagroup: #Tapdance artists from India talk about the speciality of the dance &amp; future prospects in India. Watch the full video…,0,culture,143,22,6.217391304347826,6,4,1,13,1,2,0,0
MalliardReport,Tue May 25 13:47:31 +0000 2021,[],RT @DisnerdBob: LAST DAY! Don’t be a nerf herder! Pick up to 32 of the best @starwars characters in the @culture_debate poll! @EricRezsnyak…,0,culture,140,23,5.833333333333333,9,1,3,15,1,5,1,0
bobzen36,Tue May 25 13:42:26 +0000 2021,"['Movies', 'film', 'popculture']","RT @filmcourage: Why 99% Of #Movies Today Are Garbage - @FilmThreat's @ThatChrisGore 
https://t.co/dKVieLc0PA
#film #popculture #filmcommun…",0,culture,140,16,8.235294117647058,16,6,1,15,0,2,1,0
PopCulture,Tue May 25 13:40:00 +0000 2021,['SNL'],"Lil Nas X Hilariously Recounts NSFW Wardrobe Malfunction on #SNL

https://t.co/C1GVnIf0KB https://t.co/AkW89Umuwd",1,culture,113,12,8.692307692307692,11,7,3,12,0,1,0,0
MissQueenARMY,Tue May 25 13:38:25 +0000 2021,[],"RT @TODAYshow: ‘Friends’ cast looks back on a certain gaffe in TODAY’s exclusive reunion clip
https://t.co/k1OKtV6Gl7",0,culture,117,16,6.882352941176471,7,1,1,11,3,4,1,0
PosterPirate,Tue May 25 13:38:12 +0000 2021,"['jeffgillette', 'popculture', 'originalartwork', 'bottleneckgallery', 'disnery', 'posterpirate', 'artwork', 'hbomb', 'atomic']","@BottleneckNYC is dropping bombs this afternoon. New artwork from the esteemed Jeff Gillette. 

https://t.co/ltBPGqwiqD

#jeffgillette #popculture #originalartwork #bottleneckgallery #disnery #posterpirate #artwork #hbomb #atomic",0,culture,229,23,9.541666666666666,17,3,0,14,3,4,1,0
BlackMeUpPodcst,Tue May 25 13:37:32 +0000 2021,['PopCulture'],"RT @BlackMeUpPodcst: Feeling a good #PopCulture ""scam""? 

Play ▶️ TO THE MOON, ALICE

♨️ We bring up Derrick Jaxn + Benny Harlem.. remember…",0,culture,140,23,5.833333333333333,10,7,5,17,3,1,0,1
rosaceae_emily,Tue May 25 13:36:29 +0000 2021,[],"RT @DrPopCultureBG: The Banana Splits were an rock band made up of a dog (Fleegle), a lion (Drooper), a gorilla (Bingo), and a baby elephan…",0,culture,140,25,5.384615384615385,11,6,1,15,2,0,1,0
razavib657,Tue May 25 13:36:11 +0000 2021,[],"RT @TODAYshow: ‘Friends’ cast looks back on a certain gaffe in TODAY’s exclusive reunion clip
https://t.co/k1OKtV6Gl7",0,culture,117,16,6.882352941176471,7,1,1,11,3,4,1,0
Dwayne_Venzen_C,Tue May 25 13:35:22 +0000 2021,[],"RT @TODAYshow: ‘Friends’ cast looks back on a certain gaffe in TODAY’s exclusive reunion clip
https://t.co/k1OKtV6Gl7",0,culture,117,16,6.882352941176471,7,1,1,11,3,4,1,0
bcoughlin23,Tue May 25 13:33:33 +0000 2021,[],"@laurenboebert Well, it’s way better than building products in China don’t you think? https://t.co/444EZ1Lemv",0,culture,109,14,7.266666666666667,8,2,0,10,3,1,1,2
DrPopCultureBG,Tue May 25 13:31:14 +0000 2021,['popculture'],"Lannigan's Rabbi (1976-77) Police Chief Paul Lanigan (Art Carney) and his best friend David Small (Bruce Solomon), a rabbi in Cameron, California, are friends and both solve crimes in the local town. #popculture https://t.co/nYGvRkoQK7",4,culture,235,34,6.714285714285714,18,13,0,22,1,4,0,1
YNFMoviePod,Tue May 25 13:31:00 +0000 2021,[],RT @DisnerdBob: LAST DAY! Don’t be a nerf herder! Pick up to 32 of the best @starwars characters in the @culture_debate poll! @EricRezsnyak…,0,culture,140,23,5.833333333333333,9,1,3,15,1,5,1,0
PopCulture,Tue May 25 13:30:00 +0000 2021,[],"Kevin Spacey Victim Outraged by His New Movie Role of Sex Crimes Detective 

https://t.co/Gw0PSYmc5m https://t.co/HC6MMC3x8k",0,culture,124,15,7.75,10,11,0,12,1,1,0,1
deedeliii,Tue May 25 13:28:08 +0000 2021,[],RT @PopCulture: Blake Shelton Performs 'Minimum Wage' on 'The Voice' Finale https://t.co/XXhNmdqEuN https://t.co/Ib7856AxZ1,0,culture,123,13,8.785714285714286,16,8,1,11,0,3,0,0
DrPopCultureBG,Tue May 25 13:26:21 +0000 2021,"['popculture', 'popmusic']","The Banana Splits were an rock band made up of a dog (Fleegle), a lion (Drooper), a gorilla (Bingo), and a baby elephant (Snorky). The band was designed to resemble The Monkees (who in turn were designed to resemble The Beatles). #popculture #popmusic https://t.co/4ovqTtTMj7",28,culture,275,44,6.111111111111111,22,12,0,20,8,1,1,1
ionCURR3NT,Tue May 25 13:26:14 +0000 2021,[],"RT @DrPopCultureBG: May 25, 1977:""Star Wars"" (Episode IV – A New Hope), directed by George Lucas and starring Mark Hamill, Carrie Fisher an…",0,culture,140,23,5.833333333333333,10,13,3,18,3,0,0,0
kamenta,Tue May 25 13:25:15 +0000 2021,[],"RT @TODAYshow: ‘Friends’ cast looks back on a certain gaffe in TODAY’s exclusive reunion clip
https://t.co/k1OKtV6Gl7",0,culture,117,16,6.882352941176471,7,1,1,11,3,4,1,0
_varshasingh_,Tue May 25 13:23:11 +0000 2021,['Tapdance'],RT @mediaindiagroup: #Tapdance artists from India talk about the speciality of the dance &amp; future prospects in India. Watch the full video…,0,culture,143,22,6.217391304347826,6,4,1,13,1,2,0,0
supershuman97,Tue May 25 13:23:06 +0000 2021,[],RT @TODAYshow: Chrissy Metz reveals 'This Is Us' cast has already shot 'a lot' for series finale https://t.co/MUsJTwhZJX,0,culture,120,18,6.315789473684211,11,5,1,12,4,0,1,0
MLynch1150,Tue May 25 13:22:53 +0000 2021,[],"https://t.co/4XwgooTz3k
Sixteen years already. Wow.",0,culture,51,5,8.5,7,2,0,5,0,0,1,0
culture_debate,Tue May 25 13:21:57 +0000 2021,[],RT @DisnerdBob: LAST DAY! Don’t be a nerf herder! Pick up to 32 of the best @starwars characters in the @culture_debate poll! @EricRezsnyak…,0,culture,140,23,5.833333333333333,9,1,3,15,1,5,1,0
ohjeelo,Tue May 25 13:21:07 +0000 2021,[],"RT @earringdealer: tw: kidnapping, rape, abuse

bc he everywhere on my tl. let him go

https://t.co/ahbDNsyHD2",0,culture,110,16,6.470588235294118,11,0,1,11,2,0,1,3
PopCulture,Tue May 25 13:20:00 +0000 2021,[],"Lamar Odom Gives Update on Where He and Khloe Kardashian Stand 5 Years After Divorce

https://t.co/xKH73ZHbz1 https://t.co/A1scQGctVI",0,culture,133,17,7.388888888888889,10,12,0,13,0,1,0,1
NBCNewsPR,Tue May 25 13:16:27 +0000 2021,[],"RT @TODAYshow: ‘Friends’ cast looks back on a certain gaffe in TODAY’s exclusive reunion clip
https://t.co/k1OKtV6Gl7",0,culture,117,16,6.882352941176471,7,1,1,11,3,4,1,0
ey_sears,Tue May 25 13:16:21 +0000 2021,[],RT @TODAYshow: Elliot Page shares shirtless photo: 'Trans is beautiful' https://t.co/RwSYOHgpC8,0,culture,95,11,7.916666666666667,10,3,1,10,1,2,0,0
Wull_clothes,Tue May 25 13:12:10 +0000 2021,[],"RT @RespectMyRegion: ComplexLand 2.0 Announced As Virtual 3-Day Event Fusing Music, Fashion, and Gaming Culture June 16-18 https://t.co/RY3…",0,culture,140,18,7.368421052631579,12,11,1,14,1,2,0,0
videogamingbot,Tue May 25 13:11:39 +0000 2021,[],"RT @RespectMyRegion: ComplexLand 2.0 Announced As Virtual 3-Day Event Fusing Music, Fashion, and Gaming Culture June 16-18 https://t.co/RY3…",0,culture,140,18,7.368421052631579,12,11,1,14,1,2,0,0
weightlossasset,Tue May 25 13:11:39 +0000 2021,[],RT @4fitnesshealthy: 'Pioneer Woman' Ree Drummond Reveals 38-Pound Weight Loss Since January - https://t.co/a1ITJ1cygY https://t.co/vdNhAiw…,0,culture,140,15,8.75,16,10,1,11,1,2,0,0
RespectMyRegion,Tue May 25 13:11:17 +0000 2021,"['complex', 'complexmedia', 'complexcon', 'complexland', 'fashion', 'fashionculture', 'gaming', 'hypebeast', 'livestreamevent', 'music', 'popculture']","ComplexLand 2.0 Announced As Virtual 3-Day Event Fusing Music, Fashion, and Gaming Culture June 16-18 https://t.co/RY3Io7i7qs via @RespectMyRegion 

#complex #complexmedia #complexcon #complexland #fashion #fashionculture #gaming #hypebeast #livestreamevent #music #popculture",0,culture,276,29,9.2,22,11,0,18,2,7,0,0
TODAYshow,Tue May 25 13:11:06 +0000 2021,[],"‘Friends’ cast looks back on a certain gaffe in TODAY’s exclusive reunion clip
https://t.co/k1OKtV6Gl7",28,culture,102,14,6.8,5,1,0,9,3,3,1,0
PopCulture,Tue May 25 13:10:00 +0000 2021,[],Blake Shelton Performs 'Minimum Wage' on 'The Voice' Finale https://t.co/XXhNmdqEuN https://t.co/Ib7856AxZ1,3,culture,107,11,8.916666666666666,14,8,0,9,0,2,0,0
RetroFeeder,Tue May 25 13:09:23 +0000 2021,['TheRetroRankingsPodcast'],RT @PotaRotaTV: #TheRetroRankingsPodcast is now available on these fine platforms &amp; more! Also available on https://t.co/XMF4WVzZmq! So go…,0,culture,143,18,7.526315789473684,12,2,1,8,1,5,3,0
asap__rickey,Tue May 25 13:07:11 +0000 2021,"['Music', 'Entertainment']",RT @DiabeticCyborgg: Why doesn’t The Michael Jackson Estate do more? by @asap__rickey https://t.co/BVS378bmcz #Music #Entertainment #Michae…,0,culture,140,16,8.235294117647058,14,8,1,12,3,3,1,0
TheWeedsmen420,Tue May 25 13:05:03 +0000 2021,"['new', 'cannabis', 'podcast', 'subscribe', 'listen', 'weed', 'marijuana', 'popculture', 'comedy', 'humor', 'detroit', 'michgan']","Are you looking for a #new #cannabis #podcast to #subscribe to? 

Click below to #listen to @TheWeedsmen420

Delta Force THC https://t.co/RJcmh1rNHL

#weed #marijuana #popculture #comedy #humor #detroit #michgan",0,culture,211,28,7.275862068965517,19,4,1,12,4,6,0,1
RespectMyRegion,Tue May 25 13:03:18 +0000 2021,"['fed', 'federalway', 'federalwayartist', 'federalwayrappers', 'hiphopartistfeature', 'hiphopmusic', 'hiphopp', 'hiphopmusic', 'hiphopmusicvideo', 'popculture']","Federal Way Rapper RickRated Releases Impressive New Video For West Coast Bop “Prince Zuko” https://t.co/fkT424cs4w via @RespectMyRegion 

#fed #federalway #federalwayartist #federalwayrappers #hiphopartistfeature #hiphopmusic #hiphopp #hiphopmusic #hiphopmusicvideo #popculture",0,culture,278,27,9.928571428571429,16,13,0,20,0,7,2,0
PotaRotaTV,Tue May 25 13:02:51 +0000 2021,"['TheRetroRankingsPodcast', 'potationrotation', 'retropodcast', 'gamingpodcast', 'videogames', 'retrogaming', 'Nintendo', 'NES', 'nerd', 'geek', 'popculture']","#TheRetroRankingsPodcast is now available on these fine platforms &amp; more! Also available on https://t.co/XMF4WVzZmq! So go listen to Episode One: The Top 7 NES Titles!
#potationrotation #retropodcast #gamingpodcast #videogames #retrogaming #Nintendo #NES #nerd #geek #popculture https://t.co/9sAE56iI0n",1,culture,306,36,8.27027027027027,27,8,2,14,3,9,5,0
DiabeticCyborgg,Tue May 25 13:01:23 +0000 2021,"['Music', 'Entertainment', 'MichaelJackson', 'TheJacksons', 'PopCulture']",Why doesn’t The Michael Jackson Estate do more? by @asap__rickey https://t.co/BVS378bmcz #Music #Entertainment #MichaelJackson #TheJacksons #PopCulture,1,culture,151,16,8.882352941176471,14,7,0,12,1,3,1,0
DisnerdBob,Tue May 25 13:00:41 +0000 2021,"['StarWars', 'Geek', 'nerd', 'BadBatch', 'Mandalorian', 'DarthVader', 'PopCulture', 'podcast', 'podcast_father', 'disney', 'WaltDisneyWorld', 'FilmTwitter']",LAST DAY! Don’t be a nerf herder! Pick up to 32 of the best @starwars characters in the @culture_debate poll! @EricRezsnyak #StarWars #Geek #nerd #BadBatch #Mandalorian #DarthVader #PopCulture #podcast #podcast_father #disney #WaltDisneyWorld #FilmTwitter https://t.co/lA9dzqqDW2,4,culture,279,34,7.9714285714285715,25,3,2,22,1,6,4,0
Unregimentedpod,Tue May 25 13:00:18 +0000 2021,"['news', 'popculture', 'podcast', 'subscribe', 'listen', 'popculture', 'politics', 'comedy', 'humor', 'detroit', 'michigan']","Are you looking for a #news and #popculture #podcast to #subscribe to? 

Click below to #listen to @Unregimentedpod

https://t.co/8MRK3eh0TR 

#popculture #politics #comedy #humor #detroit #michigan",0,culture,198,25,7.615384615384615,18,3,0,12,4,2,0,1
PopCulture,Tue May 25 13:00:00 +0000 2021,[],Paramount+: 10 Must-Watch Movies for This Week: https://t.co/B1ivEsp58y https://t.co/SkYlXOkKes,0,culture,95,9,9.5,14,5,0,6,0,2,0,0
SeismoSue,Tue May 25 12:56:52 +0000 2021,[],@PopCulture Ryan Seacrest is as socially savvy as any human on the planet. Maybe the “joke” was a warning to  Chayce?,0,culture,117,21,5.318181818181818,3,4,0,8,3,3,2,0
PopCulture,Tue May 25 12:50:00 +0000 2021,[],"Jennifer Lopez and Ben Affleck Spotted Kissing in Recent Outing

https://t.co/y6Dz8irTeu https://t.co/IROKDt3pgY",1,culture,112,12,8.615384615384615,10,8,0,10,1,1,0,0
48hippo,Tue May 25 12:43:02 +0000 2021,[],RT @TODAYshow: Chrissy Metz reveals 'This Is Us' cast has already shot 'a lot' for series finale https://t.co/MUsJTwhZJX,0,culture,120,18,6.315789473684211,11,5,1,12,4,0,1,0
leeavenir,Tue May 25 12:42:07 +0000 2021,[],RT @PopCulture: Beloved ABC Sitcom Coming to Netflix Next Week: https://t.co/Vy1RQ3WXPo https://t.co/YSeGEVH9yd,0,culture,111,12,8.538461538461538,13,6,2,12,0,2,0,0
4fitnesshealthy,Tue May 25 12:42:06 +0000 2021,[],'Pioneer Woman' Ree Drummond Reveals 38-Pound Weight Loss Since January - https://t.co/a1ITJ1cygY https://t.co/vdNhAiwXoV https://t.co/JuzqTLMGmP,0,culture,145,14,9.666666666666666,19,10,0,11,0,3,0,0
ThirtyFiveTyC,Tue May 25 12:37:34 +0000 2021,['HappyEndings'],@PopCulture @suhcyut Thank you @PopCulture for featuring this ABSOLUTELY beloved sitcom. Just a quick correction - the story should state Casey Wilson (not Williams). I’m sure you agree she’s ah-mazing in #HappyEndings. 😉,1,culture,221,33,6.5,11,5,1,15,7,5,2,4
isaacrthorne,Tue May 25 12:34:02 +0000 2021,[],RT @thestevestrout: We've gotten some nice reviews for The Steve &amp; Crypto Show so far. Here's a few. Have you checked us out yet? #PodcastR…,0,culture,144,25,5.538461538461538,10,5,1,8,6,2,4,3
paul_abrahams,Tue May 25 12:32:48 +0000 2021,['podcast'],"RT @RELXHQ: In the inaugural episode of our Unique Contributions #podcast, YS Chi speaks to Lance Fensterman, pop culture fanatic, entrepre…",0,culture,140,21,6.363636363636363,6,6,3,12,2,3,0,1
squeakie,Tue May 25 12:30:46 +0000 2021,"['PopArt', 'BirthdayGift', 'GiftForHim', 'GiftForHer', 'PopCulture', 'Valentine']",Ian Curtis of Joy Division Love Card | Joy Division Gift | Greeting Card | 'Love Will Tear Us Apart' | Cards | Post Punk | Birthday Card https://t.co/T8PaXPU7al #PopArt #BirthdayGift #GiftForHim #GiftForHer #PopCulture #Valentine'SDayCard https://t.co/EaZRwkf9gz,0,culture,262,36,7.081081081081081,25,21,0,36,0,1,0,0
TheSportsCrush,Tue May 25 12:30:38 +0000 2021,[],"So sad... we still see you as a female 
That chest looks so physically painful
Elliot Page shares shirtless photo: 'Trans is beautiful' https://t.co/mqhNap4ZnN via @TodayShow",0,culture,174,26,6.444444444444445,12,5,0,9,4,5,4,2
drakedangerson1,Tue May 25 12:30:04 +0000 2021,[],"RT @NOILpodcast: New episode of QQT is live at https://t.co/FLI6rw2ue5 and on all podcast streaming services, including Pocketcast. 

#podc…",0,culture,140,19,7.0,10,2,2,13,2,1,0,0
PopCulture,Tue May 25 12:30:00 +0000 2021,['PioneerWoman'],"#PioneerWoman Ree Drummond Reveals 38-Pound Weight Loss Since January 

https://t.co/hcEeafuS9K https://t.co/OYdfmbTDnf",1,culture,119,11,9.916666666666666,12,8,0,10,0,2,0,0
britpop86,Tue May 25 12:22:52 +0000 2021,[],RT @TODAYshow: Chrissy Metz reveals 'This Is Us' cast has already shot 'a lot' for series finale https://t.co/MUsJTwhZJX,0,culture,120,18,6.315789473684211,11,5,1,12,4,0,1,0
PopCulture,Tue May 25 12:19:00 +0000 2021,[],"Nick Jonas Gives Health Update Following Hospitalization, Accident on Set

https://t.co/7I5xC1CU2H https://t.co/mHEUBDCuPl",0,culture,122,12,9.384615384615385,11,9,0,12,0,1,0,0
hmvStockport,Tue May 25 12:15:17 +0000 2021,"['Marvel', 'StarWars', 'New', 'PopCulture']",New Marvel and Star Wars figures in store now. Get them while you can! #Marvel #StarWars #New #PopCulture https://t.co/uxocdhUnux,1,culture,129,19,6.45,11,7,0,11,2,0,1,2
petolb_huvr,Tue May 25 12:13:30 +0000 2021,[],"@pop_popculture @CDCgov @CDCDirector @WHCOVIDResponse @aslavitt46 @JeffreyZients @NIHDirector @NIH @NIAIDNews No trial but some interesting and promising data here:
https://t.co/OQQsEcLTAD",0,culture,188,19,9.4,16,1,1,19,1,5,1,0
iamtaylorwinter,Tue May 25 12:11:02 +0000 2021,[],RT @TODAYshow: Chrissy Metz reveals 'This Is Us' cast has already shot 'a lot' for series finale https://t.co/MUsJTwhZJX,0,culture,120,18,6.315789473684211,11,5,1,12,4,0,1,0
ArtyScribble,Tue May 25 12:06:58 +0000 2021,"['handicapped', 'Japan', 'qute', 'eco', 'super', 'amazing', 'wood', 'beautifu', 'madeinJapan', 'limitededition']","RT @motapike: Laughter is a human instinct

#handicapped
#Japan　#qute
#eco　#super
#amazing 　#wood　#beautifu #madeinJapan #limitededition　 #…",0,culture,140,18,7.368421052631579,13,2,1,8,2,8,0,0
motapike,Tue May 25 12:06:22 +0000 2021,"['handicapped', 'Japan', 'qute', 'eco', 'super', 'amazing', 'wood', 'beautifu', 'madeinJapan', 'limitededition', 'cool', 'amazing', 'lovely', 'popculture', 'artist', 'nice', 'art', 'MOTAPIKE', 'laughterisahumaninstinct']","Laughter is a human instinct

#handicapped
#Japan　#qute
#eco　#super
#amazing 　#wood　#beautifu #madeinJapan #limitededition　 #cool  #amazing
#lovely
 #popculture　 #artist　#nice
#art　#MOTAPIKE
＃laughterisahumaninstinct https://t.co/UFJQIyRoU9",0,culture,240,25,9.23076923076923,23,2,1,9,2,12,2,0
RELXHQ,Tue May 25 12:03:01 +0000 2021,"['podcast', 'PopCulture', 'ComicCon']","In the inaugural episode of our Unique Contributions #podcast, YS Chi speaks to Lance Fensterman, pop culture fanatic, entrepreneur &amp; global head of @Reed_POP, which celebrates #PopCulture around the world with events like #ComicCon. Listen &amp; subscribe: https://t.co/g8iWKVJ478",1,culture,285,38,7.3076923076923075,20,7,1,23,2,4,0,1
ThatABoy10,Tue May 25 12:02:27 +0000 2021,[],RT @BoneKnightmare: ICE Arrests Singer Who Was Allegedly in US Illegally for More Than a Year https://t.co/Ez2xnVR8HY,0,culture,117,17,6.5,7,9,3,13,0,2,1,0
fitlineusa1,Tue May 25 11:58:01 +0000 2021,[],🙄🙄 No it’s really not✅ https://t.co/ML3QLyjGaP,5,culture,46,6,6.571428571428571,5,1,0,3,1,2,1,1
HealthFitLV,Tue May 25 11:52:13 +0000 2021,[],RT @TODAYshow: Lady Gaga celebrates 10 years of ‘Born This Way’ and the gay Black preacher who inspired it https://t.co/8OBzA8ajRl,0,culture,130,20,6.190476190476191,7,6,1,13,2,2,0,2
David_V_Roth,Tue May 25 11:48:39 +0000 2021,[],"RT @NOILpodcast: New episode of QQT is live at https://t.co/FLI6rw2ue5 and on all podcast streaming services, including Pocketcast. 

#podc…",0,culture,140,19,7.0,10,2,2,13,2,1,0,0
Darrallyorke,Tue May 25 11:48:32 +0000 2021,"['funko', 'FunkoPop', 'FunkoPOPNews']",@popcultcha ALL CHECK PHOTO #funko #FunkoPop #FunkoPOPNews popculture £100 plus damage order all inserts melted..in box collector.. paypal case opened POPCULTURE SAY NO DAMAGE these figures are intended to be taken out of the box. Before you order again remember u cant trust them https://t.co/mvkfUbB6pN,0,culture,304,45,6.608695652173913,14,1,7,23,8,4,2,2
LadyMermaid1980,Tue May 25 11:47:18 +0000 2021,"['hits', 'Legend', 'toto', 'icon', 'Opinion', 'popculture']",RT @damascinus: @stevelukather is THE most underrated guitarist &amp; rock icon EVER! #hits #Legend #toto #icon #Opinion #popculture #RockAndRo…,0,culture,144,19,7.2,13,2,3,16,1,2,1,0
NOILpodcast,Tue May 25 11:44:38 +0000 2021,"['podcastsoftwitter', 'podernfamily', 'popculture', 'moviesuggestions', 'bbq', 'shawnmichaels']","New episode of QQT is live at https://t.co/FLI6rw2ue5 and on all podcast streaming services, including Pocketcast. 

#podcastsoftwitter #podernfamily #popculture #moviesuggestions #bbq #shawnmichaels https://t.co/DxItIoCb3U",2,culture,223,23,9.291666666666666,18,2,1,15,2,1,2,0
Primary_Immune,Tue May 25 11:40:04 +0000 2021,[],@pop_popculture @CDCgov @CDCDirector @WHCOVIDResponse @aslavitt46 @JeffreyZients @NIHDirector @NIH @NIAIDNews Data starting to come in. Please follow Dr Emily Ricotta @Iplaywithgerms. She is leading the NIH trial measuring immune response to COVID vaxx in Primary Immune patients.,0,culture,280,36,7.5675675675675675,14,9,3,29,7,4,0,1
GiftCod,Tue May 25 11:31:06 +0000 2021,"['etsyshop', 'etsy', 'sales', 'Vintage', 'homedecor', 'gifts', 'toys']",RT @IFC_Indy: Very Cool and Unique Cobra Ashtray  https://t.co/M9Gs8emY9B #etsyshop #etsy #sales #Vintage #homedecor #gifts #toys #collecti…,0,culture,140,17,7.777777777777778,16,6,1,13,0,4,1,0
ArtistJamieRoxx,Tue May 25 11:28:55 +0000 2021,"['Celeb', 'BDay', 'PopCulture', 'PopRoxxRadio', 'TalkShow', 'JamieRoxx', 'PopArt', 'Paintings', 'AnneHeche', 'American', 'actress', 'director', 'screenwriter', 'Blog', 'Art', 'WorkingArtist']","✔ For More: See All of TODAY's #Celeb #BDay's,#PopCulture History Events, Upcoming #PopRoxxRadio #TalkShow &amp; more 🎨#JamieRoxx #PopArt #Paintings: (Full List) at

➤  https://t.co/6dzFgAKDxk

Like #AnneHeche #American #actress #director &amp; #screenwriter

#Blog #Art #WorkingArtist https://t.co/gdM9VUahIB",1,culture,309,35,8.583333333333334,38,15,0,28,1,4,1,0
MarcosRuivo,Tue May 25 11:26:27 +0000 2021,"['Dancing', 'popculture']","RT @DrPopCultureBG: Have you ever Square Danced?
#Dancing #popculture https://t.co/akzje1g2Ug",0,culture,93,10,8.454545454545455,10,4,1,8,2,0,1,1
isparkit,Tue May 25 11:25:43 +0000 2021,[],RT @cryptidworld: It's here!! And we're so proud of how this book turned out. Would you like to win a copy? There's still two days left to…,0,culture,139,27,4.964285714285714,9,2,1,6,6,1,4,3
AshleyChamberla,Tue May 25 11:22:22 +0000 2021,[],RT @TODAYshow: Chrissy Metz reveals 'This Is Us' cast has already shot 'a lot' for series finale https://t.co/MUsJTwhZJX,0,culture,120,18,6.315789473684211,11,5,1,12,4,0,1,0
RickyAppleseed,Tue May 25 11:21:06 +0000 2021,[],Elliot Page shares shirtless photo: 'Trans is beautiful' https://t.co/ROnUhCbmNx via @TodayShow,0,culture,95,11,7.916666666666667,9,3,0,8,1,3,0,0
nikkhiladvani,Tue May 25 11:20:40 +0000 2021,[],"RT @SalathiaSahil: Haha. LOVE this edit! 
Inserts from POW-bandhi Yudh ke by @nikkhiladvani ,the magician! @EmmayEntertain 🧿♥️

It even has…",0,culture,140,20,6.666666666666667,9,4,2,14,2,0,1,1
SalathiaSahil,Tue May 25 11:17:32 +0000 2021,"['PopArt', 'PopCulture']","Haha. LOVE this edit! 
Inserts from POW-bandhi Yudh ke by @nikkhiladvani ,the magician! @EmmayEntertain 🧿♥️

It even has Kangana Ranaut’s ICONIC ey ey ey ey from Fashion. 😂😭 and Salman - Shahrukh - Rakhi’s Karan Arjun moment. #PopArt #PopCulture https://t.co/27YEEDkNBh",3,culture,269,40,6.560975609756097,18,10,2,32,4,0,1,1
PotaRotaTV,Tue May 25 11:15:37 +0000 2021,"['LicensetoDrink', 'DiddyKongRacing', 'N64', 'nintendo64', 'racinggames', 'drivinggames', 'videogames', 'gaming', 'drinking', 'driving', 'beer', 'alcohol', 'booze', 'retrogaming', 'nerd', 'geek', 'popculture', 'potationrotation']","It's a real diddy today on #LicensetoDrink. It's #DiddyKongRacing on the #N64! LINK: https://t.co/wMUO9GTCHo

#nintendo64 #racinggames #drivinggames #videogames #gaming #drinking #driving #beer #alcohol #booze #retrogaming #nerd #geek #popculture #potationrotation https://t.co/CLe7hQ8M7x",0,culture,288,30,9.290322580645162,33,1,2,15,7,5,1,2
CapeCodGiftShop,Tue May 25 11:13:34 +0000 2021,"['etsyshop', 'etsy', 'sales', 'Vintage', 'homedecor', 'gifts', 'toys']",RT @IFC_Indy: Very Cool and Unique Cobra Ashtray  https://t.co/M9Gs8emY9B #etsyshop #etsy #sales #Vintage #homedecor #gifts #toys #collecti…,0,culture,140,17,7.777777777777778,16,6,1,13,0,4,1,0
prayingrose,Tue May 25 11:12:47 +0000 2021,[],In these evil day's we needed a show like this one!!! 💕God bless each of you. Amen 🙏 🙏'Black-ish': Tracee Ellis Ross Reacts to Cancellation https://t.co/k8JvtaZbIp via @@PopCulture,0,culture,180,28,6.206896551724138,16,8,0,13,2,4,0,2
rosaceae_emily,Tue May 25 11:10:58 +0000 2021,[],"RT @DrPopCultureBG: May 25, 1977:""Star Wars"" (Episode IV – A New Hope), directed by George Lucas and starring Mark Hamill, Carrie Fisher an…",0,culture,140,23,5.833333333333333,10,13,3,18,3,0,0,0
